split,prompt_tokens,response_tokens,instruction_type
train,217,61,write
train,145,29,other
train,301,383,reasoning
train,15,207,other
train,24,8,write
train,207,207,reasoning
train,1052,2,reasoning
train,17,20,write
train,15,122,other
train,40,392,write
train,1169,17,summarize
train,8,8,reasoning
train,31,22,other
train,91,24,write
train,10,121,write
train,125,27,reasoning
train,17,39,other
train,242,7,summarize
train,25,15,other
train,8,2113,other
train,121,429,other
train,215,105,write
train,119,20,translate
train,1,54,other
train,6,445,other
train,133,11,write
train,301,43,classify
train,51,83,other
train,12,6,other
train,130,25,analyze
train,34,37,reasoning
train,102,31,write
train,5,51,other
train,11,303,reasoning
train,67,107,analyze
train,8,314,other
train,12,302,write
train,9,347,write
train,29,74,other
train,21,8,write
train,5,12,other
train,2,13,other
train,146,49,other
train,10,190,other
train,391,38,translate
train,367,7,reasoning
train,1,42,other
train,228,819,write
train,372,25,reasoning
train,78,83,reasoning
train,62,571,reasoning
train,9,188,other
train,58,13,other
train,2,294,other
train,213,1,reasoning
train,5,257,reasoning
train,119,203,other
train,18,269,write
train,167,93,other
train,222,10,other
train,244,2,other
train,134,1,summarize
train,139,1,translate
train,138,1,other
train,60,32,write
train,28,243,reasoning
train,6,291,write
train,25,10,other
train,21,67,reasoning
train,285,43,translate
train,154,13,write
train,20,266,other
train,1,63,other
train,338,18,reasoning
train,33,284,other
train,397,6,reasoning
train,299,15,other
train,22,64,other
train,57,18,analyze
train,12,196,other
train,1,223,other
train,186,156,write
train,782,181,classify
train,203,23,reasoning
train,2452,38,classify
train,1,5,other
train,21,748,other
train,349,101,write
train,12,247,other
train,61,79,classify
train,19,39,other
train,153,2,other
train,2,580,other
train,9,224,other
train,72,265,other
train,1,1,other
train,53,21,other
train,14,323,analyze
train,0,126,other
train,86,9,other
train,103,1,other
train,44,175,other
train,135,8,other
train,13,222,other
train,13,57,other
train,187,34,other
train,1,8,other
train,28,17,summarize
train,156,2,other
train,292,8,other
train,9,232,write
train,1,21,other
train,12,336,reasoning
train,3,3,other
train,330,34,other
train,146,1,reasoning
train,72,1,translate
train,72,196,other
train,133,322,reasoning
train,35,186,analyze
train,11,40,other
train,10,48,write
train,10,8,reasoning
train,233,299,other
train,43,21,other
train,13,212,other
train,94,5,other
train,6,14,other
train,26,39,write
train,72,436,other
train,125,21,translate
train,34,341,reasoning
train,136,2,translate
train,1,65,other
train,60,298,analyze
train,1,115,other
train,6,49,other
train,178,19,other
train,27,338,analyze
train,275,70,other
train,126,13,translate
train,42,55,write
train,6,17,other
train,294,13,analyze
train,585,118,reasoning
train,310,4,write
train,348,40,reasoning
train,2,14,other
train,188,29,reasoning
train,1352,3,write
train,193,2,other
train,8,70,other
train,119,1,classify
train,383,28,write
train,1083,17,summarize
train,6,133,other
train,748,69,write
train,41,201,write
train,65,28,analyze
train,246,2,reasoning
train,17,155,other
train,18,138,other
train,1,16,other
train,1,1,other
train,196,2,write
train,16,42,other
train,559,47,reasoning
train,122,1,other
train,24,92,other
train,59,232,other
train,14,48,other
train,28,112,other
train,31,214,write
train,30,24,other
train,24,11,other
train,43,12,reasoning
train,23,129,write
train,15,65,write
train,148,14,reasoning
train,21,179,reasoning
train,120,318,other
train,2859,1,summarize
train,279,62,translate
train,31,33,other
train,256,38,other
train,10,1,other
train,91,400,write
train,1484,419,write
train,69,420,write
train,185,18,reasoning
train,317,2,write
train,8,207,reasoning
train,10,175,other
train,155,270,write
train,1143,37,summarize
train,30,19,reasoning
train,26,5,other
train,85,224,reasoning
train,209,20,other
train,9,173,other
train,12,122,other
train,29,326,other
train,32,211,reasoning
train,27,15,write
train,262,1,reasoning
train,15,82,other
train,34,142,other
train,195,6,translate
train,11,103,reasoning
train,142,326,reasoning
train,26,28,other
train,15,92,write
train,158,43,translate
train,573,244,other
train,49,17,other
train,12,1,other
train,2725,59,summarize
train,24,4,other
train,17,73,other
train,104,4,write
train,16,8,other
train,36,408,write
train,8,126,analyze
train,52,268,reasoning
train,109,340,other
train,25,202,other
train,110,82,other
train,25,13,write
train,229,1,reasoning
train,1,1,other
train,9,335,other
train,11,339,other
train,15,163,other
train,80,7,translate
train,32,22,write
train,6,49,reasoning
train,89,276,reasoning
train,10,19,reasoning
train,73,51,other
train,1,7,other
train,23,116,other
train,23,65,translate
train,134,254,write
train,349,44,reasoning
train,37,223,other
train,71,172,other
train,19,212,reasoning
train,11,1,write
train,35,1,other
train,133,428,other
train,5,195,other
train,24,442,write
train,7,114,other
train,263,38,reasoning
train,86,263,other
train,1389,4,write
train,6,210,write
train,112,367,other
train,11,225,analyze
train,2,134,other
train,9,96,other
train,12,136,other
train,158,6,summarize
train,4,23,other
train,98,1,classify
train,16,1,other
train,1067,116,summarize
train,575,51,reasoning
train,236,112,summarize
train,30,24,other
train,35,238,analyze
train,7,193,other
train,19,117,other
train,50,57,write
train,20,298,other
train,297,20,reasoning
train,133,248,other
train,2,268,other
train,268,42,write
train,9,172,other
train,16,15,other
train,59,411,other
train,15,309,other
train,16,243,other
train,5,111,other
train,220,15,translate
train,195,49,reasoning
train,42,35,other
train,43,455,other
train,200,20,reasoning
train,220,17,other
train,550,2,reasoning
train,12,37,write
train,22,507,reasoning
train,14,658,write
train,2,26,other
train,120,49,other
train,42,193,reasoning
train,1,1,other
train,1180,3,reasoning
train,10,31,other
train,116,1,other
train,9,366,write
train,21,134,write
train,7,386,other
train,55,339,reasoning
train,26,8,write
train,10,210,write
train,125,17,write
train,169,26,translate
train,14,186,write
train,490,1,classify
train,11,246,other
train,42,14,other
train,38,231,write
train,1,158,other
train,490,4,write
train,966,22,summarize
train,28,13,write
train,1,6,other
train,131,235,reasoning
train,6,1,other
train,93,1,other
train,44,6,other
train,50,26,reasoning
train,124,762,analyze
train,44,378,other
train,69,49,other
train,138,178,reasoning
train,13,37,other
train,31,36,classify
train,10,73,reasoning
train,161,16,reasoning
train,170,2,write
train,19,19,write
train,273,2,other
train,3,603,other
train,79,297,write
train,1209,1,write
train,13,58,write
train,12,66,other
train,238,6,reasoning
train,8,211,write
train,127,1,other
train,17,77,reasoning
train,459,53,reasoning
train,105,445,write
train,252,23,other
train,190,33,translate
train,52,3,other
train,288,1,other
train,295,274,other
train,143,208,classify
train,9,198,other
train,249,5,summarize
train,29,24,other
train,290,41,reasoning
train,1,13,other
train,1,189,other
train,83,103,other
train,1258,62,reasoning
train,201,31,translate
train,181,344,reasoning
train,25,16,reasoning
train,47,32,other
train,374,349,reasoning
train,83,312,other
train,51,32,write
train,155,328,classify
train,34,14,analyze
train,25,120,write
train,27,252,other
train,177,11,other
train,1128,10,summarize
train,62,90,other
train,37,44,other
train,11,150,other
train,46,18,other
train,343,58,reasoning
train,12,77,translate
train,32,20,reasoning
train,15,34,write
train,12,137,other
train,150,124,other
train,27,317,other
train,13,213,other
train,1055,2,write
train,1761,510,write
train,92,13,translate
train,1,3,other
train,746,5,write
train,6,53,reasoning
train,8,261,other
train,119,364,other
train,20,27,other
train,14,16,write
train,149,14,summarize
train,23,280,write
train,57,199,other
train,8,129,write
train,235,1,reasoning
train,1665,1,analyze
train,13,56,other
train,839,1,reasoning
train,1,53,other
train,37,192,other
train,11,226,other
train,15,9,write
train,122,473,other
train,72,558,other
train,60,176,other
train,1117,27,write
train,1,1,other
train,141,2,reasoning
train,5,136,write
train,55,16,other
train,434,1,summarize
train,201,316,analyze
train,36,211,write
train,6,171,other
train,39,37,write
train,384,28,write
train,83,213,write
train,7,371,other
train,723,47,reasoning
train,6,138,other
train,44,21,reasoning
train,22,124,other
train,44,138,other
train,1,9,other
train,77,127,reasoning
train,1430,17,summarize
train,272,5,write
train,23,102,other
train,19,6,other
train,1077,3,reasoning
train,41,8,analyze
train,5,277,analyze
train,21,308,analyze
train,17,120,summarize
train,16,181,reasoning
train,2557,7,classify
train,41,145,other
train,1,50,other
train,18,404,other
train,31,119,translate
train,119,30,translate
train,385,1,reasoning
train,9,7,other
train,109,2,other
train,8,92,other
train,14,235,other
train,205,33,translate
train,15,6,other
train,21,362,write
train,14,148,reasoning
train,24,246,reasoning
train,58,13,analyze
train,95,376,reasoning
train,27,93,other
train,28,33,other
train,22,30,write
train,508,21,summarize
train,1,1,other
train,116,1,other
train,41,47,summarize
train,385,301,reasoning
train,19,132,other
train,1,62,other
train,18,372,other
train,7,209,other
train,103,42,reasoning
train,304,14,other
train,229,3,other
train,257,80,classify
train,83,415,reasoning
train,47,72,other
train,222,27,other
train,1,10,other
train,30,49,other
train,63,53,write
train,14,16,write
train,14,90,reasoning
train,1,5,other
train,10,42,other
train,36,17,other
train,19,166,other
train,232,13,other
train,246,23,reasoning
train,141,8,reasoning
train,287,14,other
train,1191,4,reasoning
train,233,20,reasoning
train,319,17,reasoning
train,55,13,write
train,6,19,other
train,13,77,other
train,60,346,reasoning
train,6,15,other
train,2,1,other
train,20,170,reasoning
train,1,61,other
train,11,181,other
train,24,12,other
train,1,20,other
train,17,222,reasoning
train,2069,4,classify
train,71,444,write
train,55,211,other
train,28,595,write
train,1,147,other
train,166,5,other
train,14,232,write
train,535,288,analyze
train,106,402,write
train,124,29,write
train,13,241,other
train,23,16,other
train,129,19,write
train,14,38,other
train,237,13,other
train,47,168,write
train,68,89,reasoning
train,607,209,write
train,323,22,reasoning
train,833,71,analyze
train,34,117,write
train,510,26,reasoning
train,12,38,write
train,112,452,reasoning
train,16,264,other
train,71,5,other
train,143,203,analyze
train,9,261,other
train,85,326,other
train,7,135,reasoning
train,254,19,other
train,12,398,write
train,58,294,other
train,3,42,other
train,349,3,reasoning
train,19,26,other
train,19,9,reasoning
train,46,311,write
train,1,607,other
train,66,586,analyze
train,124,2,other
train,19,15,other
train,31,274,write
train,168,19,write
train,22,592,other
train,258,32,reasoning
train,37,225,other
train,5,971,other
train,16,235,other
train,138,21,classify
train,154,38,reasoning
train,13,382,other
train,184,24,other
train,1,1,other
train,20,249,other
train,53,600,other
train,148,1,write
train,608,1,reasoning
train,12,465,other
train,133,11,summarize
train,126,473,write
train,202,19,reasoning
train,5,273,other
train,139,24,write
train,57,618,other
train,3,54,other
train,1298,1,reasoning
train,3,15,other
train,11,300,other
train,10,45,other
train,64,1,classify
train,19,45,other
train,67,46,summarize
train,175,624,classify
train,40,23,reasoning
train,14,305,other
train,312,27,write
train,31,432,other
train,14,448,write
train,23,179,translate
train,85,44,translate
train,19,122,write
train,238,92,other
train,19,28,other
train,1834,147,write
train,30,34,other
train,19,45,other
train,118,201,reasoning
train,11,29,write
train,5,218,write
train,7,171,other
train,105,20,write
train,5,27,other
train,246,1,other
train,66,576,write
train,13,89,other
train,298,32,reasoning
train,1,291,other
train,2765,5,write
train,32,55,write
train,14,257,other
train,124,218,other
train,28,18,write
train,1,3,other
train,130,259,other
train,2089,7,write
train,15,12,other
train,1,41,other
train,227,35,reasoning
train,38,24,other
train,26,28,reasoning
train,121,42,write
train,260,12,reasoning
train,13,27,other
train,8,207,other
train,3,1,other
train,266,37,reasoning
train,44,29,reasoning
train,16,269,write
train,115,1,translate
train,12,254,other
train,21,9,write
train,22,7,other
train,16,72,other
train,11,26,other
train,36,328,analyze
train,80,285,other
train,62,385,analyze
train,33,18,other
train,1,1,other
train,325,2,reasoning
train,170,67,write
train,109,79,reasoning
train,740,12,other
train,1,5,other
train,12,268,other
train,21,14,other
train,34,382,other
train,5,85,other
train,98,7,summarize
train,43,206,other
train,22,145,write
train,9,76,reasoning
train,33,171,translate
train,8,65,other
train,49,84,other
train,1,57,other
train,26,153,other
train,39,299,write
train,79,104,other
train,1,261,other
train,253,90,write
train,1,57,other
train,13,32,other
train,44,17,other
train,80,8,reasoning
train,29,63,analyze
train,18,61,reasoning
train,32,40,write
train,149,32,other
train,27,138,summarize
train,154,25,summarize
train,20,10,other
train,5,116,other
train,53,212,other
train,994,36,summarize
train,2,10,other
train,433,2,other
train,15,99,write
train,91,192,other
train,19,196,reasoning
train,160,125,reasoning
train,103,3,other
train,368,14,other
train,64,311,write
train,17,184,other
train,93,191,reasoning
train,354,42,other
train,70,113,translate
train,1,23,other
train,18,15,other
train,13,291,other
train,22,36,reasoning
train,42,238,other
train,18,191,other
train,48,3,other
train,17,12,other
train,305,1,reasoning
train,18,281,reasoning
train,18,89,reasoning
train,19,91,other
train,14,17,other
train,330,1,write
train,1072,5,other
train,237,18,reasoning
train,269,389,write
train,36,150,other
train,2,1,other
train,46,11,reasoning
train,1213,1,analyze
